#bodies, #contacts, detection, warmstart, LCPSolve, updateCollections, contactOrdering, singleItPGS, merging, mergingCheckContacts, mergingCheckMotion, mergingCheckViolation, mergingCheckCycle, mergingBuild, unmerging, unmergingCheckContacts, unmergingCheckMotion, unmergingCheckCycle, unmergingBuild, computeTime
136,140,3.30E-04,4.36E-05,0.0044492,0,1.73E-04,0.0033801,1.03E-05,0,0,4.00E-07,0,0,4.10E-06,0,0,0,0,0.0052984
136,153,6.43E-04,6.35E-05,0.0077691,0,1.73E-04,0.0033801,1.52E-05,0,0,0,0,0,6.10E-06,0,0,0,0,0.0092277
136,148,6.40E-04,5.46E-05,0.0079336,0,1.73E-04,0.0033801,1.29E-05,0,0,5.00E-07,0,0,6.90E-06,0,0,0,0,0.00946
136,146,4.19E-04,3.73E-05,0.0044905,0,1.73E-04,0.0033801,9.00E-06,0,0,3.00E-07,0,0,4.40E-06,0,0,0,0,0.0054347
136,153,5.80E-04,5.12E-05,0.0077598,0,1.73E-04,0.0033801,1.61E-05,0,0,2.00E-07,0,0,6.00E-06,0,0,0,0,0.0090801
136,174,5.84E-04,5.59E-05,0.0095844,0,1.73E-04,0.0033801,1.86E-05,0,0,7.00E-07,0,0,6.10E-06,0,0,0,0,0.0111189
136,171,6.10E-04,6.12E-05,0.0087699,0,1.73E-04,0.0033801,1.80E-05,0,0,1.40E-06,0,0,6.30E-06,0,0,0,0,0.0102966
136,181,6.43E-04,1.19E-04,0.00869,0,1.73E-04,0.0033801,1.31E-05,0,0,5.00E-07,0,0,6.10E-06,0,0,0,0,0.0103388
136,171,4.36E-04,4.88E-05,0.0080639,0,1.73E-04,0.0033801,1.39E-05,0,0,6.00E-07,0,0,4.90E-06,0,0,0,0,0.0092758
136,151,5.68E-04,5.19E-05,0.0054605,0,1.73E-04,0.0033801,6.60E-06,0,0,4.00E-07,0,0,6.00E-06,0,0,0,0,0.0067516
136,158,6.04E-04,6.50E-05,0.0079367,0,1.73E-04,0.0033801,1.63E-05,0,0,6.00E-07,0,0,6.10E-06,0,0,0,0,0.0095757
136,152,6.71E-04,5.08E-05,0.0070195,0,1.73E-04,0.0033801,1.31E-05,0,0,6.00E-07,0,0,5.80E-06,0,0,0,0,0.0085477
136,162,5.87E-04,5.14E-05,0.0098449,0,1.73E-04,0.0033801,1.50E-05,0,0,2.00E-07,0,0,5.70E-06,0,0,0,0,0.0113101
